customer_id,join_date,city,postal_code
268,12/12/2022,Potsdam,12339
269,14/09/2023,Rockenhausen,31595
270,03/11/2024,Schwarzenberg,91593
271,24/07/2024,Sondershausen,37005
272,01/03/2024,Guenzburg,48757
273,27/07/2023,Hersbruck,06649
274,07/06/2024,Wunsiedel,11782
275,05/11/2023,Jessen,54380
276,20/05/2024,Bruchsal,76946
277,04/08/2023,Demmin,04430
278,20/08/2023,Neustrelitz,60317
279,17/04/2025,Wolfenbuettel,07835
280,24/12/2024,Lichtenfels,21430
281,06/10/2022,Magdeburg,05517
282,27/04/2024,Ravensburg,67118
283,03/10/2023,Wolfratshausen,28606
284,22/02/2023,Bernburg,55317
285,13/05/2025,Gotha,05805
286,27/06/2023,Stuttgart,20527
287,08/07/2024,Hildesheim,86749
288,16/08/2023,Fuerstenfeldbruck,96493
289,11/07/2023,Giessen,74787
290,10/06/2024,Kassel,13877
291,18/03/2024,Heoxter,97441
292,08/12/2022,Berlin,49936
293,02/12/2023,Bad Langensalza,20423
294,24/02/2024,Meiningen,21070
295,25/09/2024,Mainburg,05030
296,06/02/2024,Eisleben,06642
297,20/01/2023,Saulgau,81611
298,16/01/2024,Buetzow,62991
299,02/02/2024,Stuttgart,18820
300,17/11/2023,Jena,22303
301,27/08/2025,Rockenhausen,40709
302,27/06/2025,Oschatz,62583
303,01/07/2025,Moers,31037
304,02/09/2025,Stadtsteinach,96636
305,23/08/2023,Roding,02630
306,21/01/2025,Schluechtern,03563
307,16/07/2025,Hildburghausen,41871
308,06/06/2025,Quedlinburg,56848
309,06/12/2024,Schweinfurt,56903
310,04/07/2024,Oschatz,00770
311,17/06/2023,Pritzwalk,08775
312,20/01/2024,Kitzingen,56706
313,04/03/2025,Ansbach,76882
314,03/08/2023,Husum,19417
315,07/09/2024,Celle,54246
316,03/08/2025,Calw,75733
317,21/10/2023,Schwandorf,86910
318,04/10/2024,Fulda,00553
319,13/10/2022,Siegen,87098
320,09/11/2024,Garmisch-Partenkirchen,17345
321,08/01/2023,Rathenow,44287
322,06/08/2025,Ravensburg,25559
323,07/07/2024,Moers,24706
324,03/06/2023,Mittweida,11581
325,15/06/2024,Kusel,74729
326,04/01/2023,Weimar,13591
327,24/04/2023,Geithain,51858
328,03/03/2024,Sonneberg,28992
329,03/01/2025,Schongau,57557
330,26/05/2025,Wittmund,64506
331,08/01/2023,Roding,03316
332,11/02/2025,Bad Langensalza,07081
333,05/05/2023,Hannover,18536
334,19/10/2022,Scheinfeld,25318
335,12/11/2022,Spremberg,59627
336,21/01/2025,Guenzburg,04023
337,28/11/2022,Neustrelitz,24549
338,13/01/2024,Pritzwalk,46713
339,25/04/2025,Ingolstadt,30871
340,14/07/2025,Belzig,63919
341,14/05/2025,Meissen,76752
342,03/12/2022,Ahaus,65116
343,14/10/2022,Ebermannstadt,52766
344,20/04/2025,Eckernfeorde,78849
345,24/05/2023,Schongau,86379
346,04/09/2025,Peossneck,17686
347,03/04/2024,Recklinghausen,44186
348,25/12/2022,Uelzen,99925
349,10/09/2024,Geldern,58030
350,06/11/2024,Luckenwalde,94272
351,07/06/2023,Schwarzenberg,68298
352,31/08/2025,Ahaus,82839
353,01/08/2024,Freudenstadt,13046
354,22/07/2023,Berlin,79640
355,07/08/2024,Graefenhainichen,77833
356,13/11/2022,Gifhorn,67861
357,03/03/2025,Grimma,09173
358,18/02/2025,Rockenhausen,94566
359,27/04/2023,Naila,09187
360,29/07/2025,Goslar,80216
361,10/07/2023,Nauen,14373
362,11/02/2024,Pinneberg,09828
363,28/05/2023,Hannoversch Muenden,73707
364,15/05/2024,Giessen,73179
365,12/06/2025,Schrobenhausen,63611
366,02/03/2024,Dachau,99270
367,19/09/2023,Stadtsteinach,17254
368,14/02/2024,Mellrichstadt,45607
369,12/11/2023,Biedenkopf,21570
370,09/05/2024,Lippstadt,36840
371,18/09/2022,Luebben,32912
372,05/08/2025,Plauen,26208
373,27/10/2024,Wurzen,82099
374,26/02/2024,Eggenfelden,66220
375,07/12/2022,Forchheim,63435
376,30/09/2023,Uffenheim,42709
377,06/03/2023,Hechingen,49614
378,25/05/2023,Brilon,68229
379,28/05/2023,Beoblingen,14925
380,13/08/2025,Burgdorf,99984
381,31/12/2022,Herford,18119
382,04/10/2022,Regen,98539
383,18/02/2023,Beeskow,45817
384,01/01/2023,Cuxhaven,91603
385,15/07/2024,Sebnitz,03840
386,07/07/2023,Passau,02174
387,07/04/2025,Hechingen,18451
388,27/03/2025,Eilenburg,96671
389,27/01/2025,Neuss,87509
390,14/02/2023,Grimmen,70248
391,05/07/2025,Grimma,04803
392,17/06/2024,Konstanz,67931
393,15/10/2023,Zossen,30259
394,06/05/2025,Calau,68465
395,29/11/2023,Quedlinburg,10030
396,14/01/2024,Bischofswerda,95197
397,14/02/2023,Dinkelsbuehl,23380
398,25/04/2023,Kulmbach,62062
399,26/03/2024,Goslar,68323
400,16/11/2022,Rothenburg ob der Tauber,61386
401,13/08/2023,Hohenmeolsen,49162
402,04/11/2024,Fuessen,28544
403,07/11/2024,Tuebingen,31573
404,02/08/2023,Sonneberg,10735
405,01/05/2024,Osterburg,52886
406,30/08/2025,Wertingen,68281
407,22/12/2024,Germersheim,96126
408,16/12/2023,Kassel,85496
409,25/08/2023,Pfaffenhofen an der Ilm,98579
410,25/07/2025,Hildburghausen,85545
411,30/01/2023,Calau,65767
412,21/11/2023,Demmin,88535
413,04/02/2023,Strasburg,37707
414,15/01/2025,Leorrach,89081
415,25/03/2024,Jena,07308
416,06/04/2024,Wurzen,68670
417,29/12/2023,Arnstadt,67004
418,15/03/2024,Greiz,99244
419,10/02/2025,Bischofswerda,36070
420,22/10/2023,Forst,62792
421,25/07/2025,Belzig,81135
422,03/10/2023,Gunzenhausen,88746
423,29/04/2025,Bad Brueckenau,25276
424,18/11/2022,Griesbach Rottal,70371
425,10/04/2025,Mittweida,93377
426,25/08/2024,Moers,62937
427,13/05/2023,Schongau,26108
428,09/10/2022,Bad Mergentheim,45356
429,24/06/2025,Beilngries,79490
430,03/05/2025,Bad Liebenwerda,75954
431,08/04/2024,Beilngries,51721
432,11/01/2024,Tecklenburg,21744
433,14/04/2023,Prenzlau,49092
434,27/01/2024,Keonigs Wusterhausen,77691
435,22/07/2025,Bremen,44191
436,03/02/2023,Luebeck,56086
437,14/08/2025,Sankt Goarshausen,86529
438,07/12/2024,Bayreuth,98395
439,26/12/2023,Pegnitz,63525
440,21/10/2023,Georlitz,51771
441,20/03/2023,Beilngries,70537
442,05/04/2025,Steinfurt,81051
443,08/02/2023,Aachen,40395
444,15/12/2024,Karlsruhe,02421
445,26/02/2024,Aachen,46403
446,06/10/2022,Borken,00373
447,12/12/2022,Sondershausen,64089
448,12/07/2023,Rottweil,30694
449,04/02/2025,Roding,60718
450,04/11/2022,Keotzting,34853
451,14/11/2024,Weimar,77471
452,04/11/2022,Tuebingen,84296
453,25/10/2022,Osterode am Harz,41769
454,23/07/2025,Passau,00523
455,20/02/2023,Ribnitz-Damgarten,04039
456,16/06/2025,Pirmasens,45554
457,09/08/2024,Luebeck,33347
458,02/05/2024,Strasburg,26156
459,14/09/2024,Bad Liebenwerda,27777
460,09/11/2023,Stendal,40827
461,12/12/2022,Bremerveorde,68097
462,19/10/2024,Vohenstrauss,96383
463,06/06/2025,Deobeln,14523
464,26/08/2024,Pritzwalk,64131
465,27/12/2024,Gadebusch,53804
466,20/12/2023,Bremerveorde,92266
467,29/11/2022,Main-Heochst,78729
468,19/08/2023,Tirschenreuth,87250
469,07/02/2024,Germersheim,56923
470,02/08/2024,Rudolstadt,04459
471,01/03/2025,Luebeck,01102
472,14/08/2023,Ilmenau,34202
473,19/10/2023,Brilon,99599
474,05/10/2024,Dresden,78592
475,16/05/2023,Staffelstein,87633
476,15/09/2024,Sulzbach-Rosenberg,17863
477,09/11/2022,Belzig,19397
478,21/01/2024,Miltenberg,95915
479,02/09/2024,Karlsruhe,36054
480,19/03/2025,Kehl,85615
481,15/12/2023,Geithain,51012
482,13/09/2023,Holzminden,29891
483,31/10/2024,Luckenwalde,10390
484,03/02/2024,Nauen,21436
485,31/08/2023,Viersen,63961
486,27/11/2022,Scheinfeld,86551
487,24/03/2023,Brandenburg,44710
488,13/02/2023,Ansbach,57399
489,17/07/2024,Backnang,58380
490,01/04/2024,Hildburghausen,80129
491,06/02/2025,Kleve,25927
492,08/06/2024,Chemnitz,50303
493,14/05/2025,Hainichen,06906
494,14/12/2022,Iserlohn,63032
495,14/05/2025,Wesel,19370
496,26/08/2023,Peine,04727
497,17/10/2024,Ebermannstadt,68263
498,18/12/2024,Calw,95983
499,03/12/2022,Grafenau,20801
500,02/10/2024,Witzenhausen,81324
501,01/08/2024,Hamburg,34344
502,27/08/2024,Schmeolln,79961
503,16/03/2024,Perleberg,26108
504,07/10/2023,Schmeolln,32297
505,23/12/2024,Cottbus,03028
506,04/07/2024,Muehldorf am Inn,79166
507,17/10/2022,Uelzen,25200
508,28/06/2024,Wunsiedel,17646
509,15/10/2024,Keotzting,05995
510,22/05/2025,Jueterbog,02280
511,06/05/2023,Wernigerode,30093
512,09/02/2025,Iserlohn,00875
513,06/11/2024,Roding,28382
514,18/04/2023,Tirschenreuth,50399
515,17/06/2023,Holzminden,65564
516,07/11/2024,Guestrow,15482
517,14/12/2022,Seommerda,31072
518,27/06/2024,Eisleben,23261
519,20/03/2025,Ahaus,16717
520,05/10/2023,Cuxhaven,92483
521,25/01/2024,Freital,09978
522,15/07/2025,Naila,93149
523,22/06/2025,Dieburg,62676
524,15/04/2023,Belzig,37116
525,13/07/2025,Eisenhuettenstadt,69728
526,09/03/2023,Olpe,23730
527,04/05/2025,Siegen,47490
528,01/10/2022,Ochsenfurt,73726
529,03/10/2024,Ilmenau,89467
530,02/12/2022,Eisenach,00818
531,05/07/2024,Ebermannstadt,88404
532,03/12/2024,Schrobenhausen,48619
533,18/04/2023,Jena,12524
534,26/03/2024,Anklam,90903
535,28/08/2023,Suhl,41886
536,29/08/2024,Bremen,38537
537,23/04/2023,Duderstadt,30347
538,22/07/2025,Aue,04696
539,23/10/2024,Roding,90214
540,05/09/2023,Neu-Ulm,17772
541,27/11/2024,Dueren,42112
542,25/08/2024,Holzminden,27896
543,05/10/2024,Schweinfurt,61566
544,31/01/2023,Tecklenburg,23938
545,23/04/2023,Borna,28500
546,06/11/2022,Geithain,54444
547,20/09/2024,Kemnath,41363
548,11/01/2023,Eisenach,70684
549,29/03/2025,Strasburg,12616
550,19/04/2024,Rostock,25484
551,19/07/2023,Ilmenau,24487
552,18/12/2022,Marktheidenfeld,94530
553,02/01/2025,Erfurt,87282
554,28/01/2024,Ahaus,21176
555,05/09/2025,Aue,48274
556,09/04/2025,Demmin,15185
557,08/09/2024,Saarlouis,93542
558,12/06/2023,Grevenbroich,69534
559,21/02/2025,Uelzen,25506
560,19/04/2025,Mittweida,18238
561,02/04/2023,Pritzwalk,05995
562,13/12/2022,Ebermannstadt,08148
563,26/09/2023,Ebersberg,52655
564,11/03/2025,Grimma,80015
565,17/04/2024,Kehl,34478
566,16/04/2023,Meissen,41115
567,29/01/2023,Marienberg,34089
568,17/11/2024,Sternberg,08722
569,23/06/2023,Konstanz,82733
570,09/09/2023,Wittenberg,09309
571,08/12/2024,Miltenberg,86249
572,14/08/2025,Mayen,51790
573,19/06/2025,Neustadt am Ruebenberge,81230
574,30/11/2022,Sankt Goarshausen,21965
575,12/08/2023,Saeckingen,86917
576,31/08/2025,Celle,46160
577,22/05/2025,Sankt Goarshausen,86779
578,22/03/2023,Viersen,58271
579,13/10/2023,Iserlohn,49133
580,19/11/2022,Nordhausen,11530
581,29/07/2025,Seommerda,68561
582,08/10/2022,Gransee,08896
583,21/06/2023,Melsungen,24860
584,13/03/2024,Muehlhausen,37353
585,04/07/2023,Hettstedt,42503
586,22/11/2024,Waren,94510
587,14/05/2024,Uffenheim,19701
588,03/05/2023,Aue,06558
589,24/01/2025,Rudolstadt,83568
590,17/01/2023,Vechta,49640
591,16/04/2024,Vohenstrauss,36614
592,02/05/2024,Greifswald,38591
593,24/11/2024,Burg,49843
594,09/01/2024,Arnstadt,46658
595,07/06/2023,Fallingbostel,56578
596,30/09/2024,Dresden,44231
597,18/02/2024,Rudolstadt,66121
598,04/02/2024,Hildesheim,27170
599,15/01/2023,Stollberg,51796
600,03/02/2024,Koblenz,83473
601,11/11/2024,Stassfurt,49213
602,16/05/2025,Schwabmuenchen,32206
603,25/10/2022,Ebermannstadt,04686
604,19/12/2022,Weisswasser,14277
605,25/09/2022,Nabburg,83840
606,09/08/2024,Sondershausen,93311
607,17/09/2024,Neubrandenburg,25211
608,16/09/2022,Kulmbach,34119
609,18/01/2024,Erbisdorf,72149
610,05/05/2023,Eilenburg,63832
611,29/05/2023,Kaiserslautern,87512
612,05/10/2024,Merseburg,42772
613,19/10/2024,Rostock,29924
614,03/11/2023,Kleotze,25430
615,04/08/2023,Riesa,04115
616,20/04/2023,Magdeburg,05620
617,15/07/2023,Jessen,85011
618,04/10/2024,Hildesheim,16148
619,12/06/2025,Ebermannstadt,27223
620,29/07/2023,Karlsruhe,73199
621,28/12/2024,Angermuende,19588
622,09/06/2025,Ebern,89988
623,17/09/2024,Hammelburg,08554
624,06/05/2023,Ochsenfurt,44559
625,06/03/2024,Sonneberg,02530
626,04/11/2023,Grevesmuehlen,80580
627,28/07/2024,Strasburg,01195
628,01/05/2025,Burg,78870
629,16/11/2022,Rehau,72343
630,08/01/2023,Belzig,19902
631,20/11/2024,Uelzen,54669
632,29/11/2023,Amberg,45373
633,25/08/2024,Grevesmuehlen,54602
634,03/01/2023,Roth,64228
635,25/01/2023,Wittstock,00634
636,18/06/2024,Vilsbiburg,31500
637,04/11/2024,Neuss,95156
638,22/04/2025,Osterode am Harz,98532
639,05/12/2024,Eisenach,25884
640,29/03/2023,Soltau,63406
641,29/10/2024,Gunzenhausen,32341
642,24/04/2024,Dieburg,74287
643,29/04/2025,Kleotze,75607
644,17/12/2023,Illertissen,08091
645,24/05/2025,Burglengenfeld,79745
646,07/12/2023,Sankt Goarshausen,80871
647,26/04/2025,Diepholz,84706
648,06/03/2023,Rosenheim,42294
649,05/10/2022,Pirmasens,97167
650,17/02/2024,Dueren,25592
651,06/02/2024,Guestrow,08411
652,28/10/2023,Jena,54724
653,14/02/2025,Spremberg,77240
654,02/02/2023,Neustadtner Waldnaab,94475
655,08/12/2023,Buetzow,16272
656,09/02/2023,Schrobenhausen,18890
657,09/08/2023,Kronach,74712
658,10/10/2023,Sangerhausen,75560
659,03/10/2022,Hohenmeolsen,89288
660,23/08/2024,Saulgau,22723
661,20/09/2022,Sulzbach-Rosenberg,46204
662,21/03/2024,Hildburghausen,72902
663,20/06/2023,Wolfratshausen,70448
664,20/06/2024,Fulda,89885
665,30/03/2023,Hoyerswerda,80175
666,28/02/2024,Luckau,75790
667,23/12/2023,Geottingen,63239
668,12/06/2025,Deggendorf,20294
669,31/12/2022,Ochsenfurt,95962
670,09/11/2022,Hoyerswerda,85967
671,07/01/2023,Kehl,01605
672,03/09/2024,Ilmenau,61410
673,23/09/2022,Herzberg,70763
674,22/01/2025,Neustadtner Waldnaab,04719
675,08/03/2025,Germersheim,68001
676,08/11/2022,Wittstock,07534
677,11/11/2024,Wittstock,39401
678,03/09/2023,Cloppenburg,62657
679,12/03/2025,Brand,61956
680,28/06/2025,Bad Mergentheim,97292
681,08/11/2022,Ueckermuende,76125
682,02/09/2023,Worbis,14229
683,25/10/2023,Angermuende,56449
684,09/10/2022,Neu-Ulm,01922
685,23/11/2022,Freital,87153
686,05/06/2023,Hildburghausen,35249
687,20/01/2025,Guetersloh,95297
688,07/12/2022,Hamburg,02981
689,18/10/2022,Wittmund,93578
690,17/11/2022,Forst,12583
691,18/06/2024,Vohenstrauss,47407
692,16/12/2022,Dessau,47442
693,06/02/2023,Greiz,38989
694,16/10/2024,Ebermannstadt,01277
695,02/07/2024,Ingolstadt,04820
696,07/04/2024,Finsterwalde,55788
697,04/06/2023,Kyritz,00095
698,28/01/2025,Rottweil,29758
699,04/03/2024,Marktheidenfeld,33857
700,16/06/2023,Nuertingen,18689
701,24/02/2025,Lichtenfels,70147
702,16/01/2023,Lippstadt,78152
703,20/03/2025,Northeim,64945
704,18/11/2024,Worbis,45212
705,22/01/2025,Schluechtern,95401
706,14/10/2023,Gerolzhofen,50584
707,18/04/2023,Hohenmeolsen,95803
708,06/03/2024,Stendal,99133
709,25/12/2022,Eilenburg,32084
710,29/07/2024,Goslar,92708
711,27/01/2025,Schwerin,90151
712,22/08/2025,Naila,22349
713,28/02/2025,Dueren,19108
714,30/03/2023,Marienberg,24109
715,06/09/2023,Tuttlingen,72627
716,18/03/2025,Teterow,94791
717,31/10/2024,Kamenz,44700
718,05/10/2023,Melsungen,36848
719,08/10/2023,Uelzen,39085
720,05/11/2024,Prenzlau,53334
721,27/07/2023,Oranienburg,71201
722,12/09/2023,Neunburg vorm Wald,25641
723,22/11/2023,Viechtach,58736
724,26/07/2025,Konstanz,52113
725,24/10/2024,Euskirchen,60207
726,18/08/2023,Goslar,48478
727,14/02/2025,Hohenstein-Ernstthal,62202
728,04/10/2022,Forst,51028
729,28/08/2023,Starnberg,64500
730,08/05/2025,Hohenmeolsen,78402
731,15/05/2025,Weisswasser,30427
732,30/06/2025,Melsungen,35949
733,10/04/2024,Brilon,61736
734,23/03/2025,Dueren,97749
735,03/03/2025,Sonneberg,57471
736,21/12/2023,Guben,69595
737,07/11/2022,Hechingen,05687
738,22/01/2025,Bergzabern,51939
739,05/10/2023,Neu-Ulm,10031
740,06/12/2023,Lemgo,09489
741,16/09/2024,Parchim,69559
742,23/09/2024,Rottweil,05347
743,14/10/2022,Gross-Gerau,27727
