order_item_id,order_id,product_id,quantity
922,303,91,1
923,304,64,1
924,304,68,3
925,304,12,1
926,304,13,2
927,304,15,3
928,305,83,3
929,305,19,1
930,306,48,2
931,306,99,2
932,306,28,2
933,306,31,1
934,307,72,2
935,307,83,1
936,307,88,3
937,307,79,2
938,308,18,2
939,308,10,1
940,308,79,3
941,309,57,3
942,310,43,3
943,310,44,1
944,310,7,2
945,311,73,2
946,311,61,3
947,312,33,1
948,312,29,1
949,312,79,3
950,313,99,2
951,313,75,3
952,313,13,3
953,313,14,3
954,313,50,3
955,314,42,3
956,314,37,1
957,315,99,3
958,315,36,1
959,315,31,2
960,315,55,2
961,316,50,3
962,316,2,1
963,316,92,1
964,316,93,2
965,317,31,2
966,318,32,1
967,318,98,1
968,318,66,2
969,319,24,3
970,319,67,3
971,320,27,2
972,320,6,1
973,320,7,3
974,321,72,3
975,321,100,1
976,321,52,1
977,321,55,2
978,322,72,2
979,323,64,3
980,323,48,3
981,323,24,3
982,323,58,1
983,323,95,1
984,324,7,2
985,325,35,2
986,325,6,1
987,325,63,2
988,326,81,1
989,326,29,1
990,326,7,3
991,327,50,2
992,327,51,1
993,327,70,3
994,327,87,3
995,328,31,1
996,329,24,2
997,329,21,1
998,329,94,2
999,329,15,3
1000,330,56,2
1001,330,16,3
1002,330,52,1
1003,331,96,2
1004,331,5,2
1005,331,8,2
1006,331,42,2
1007,331,82,2
1008,332,66,3
1009,332,27,3
1010,333,1,3
1011,333,34,3
1012,333,6,1
1013,334,33,1
1014,334,43,2
1015,334,55,1
1016,335,64,1
1017,335,82,1
1018,335,70,3
1019,336,32,1
1020,336,90,3
1021,337,29,3
1022,337,51,2
1023,337,61,3
1024,337,22,3
1025,338,42,2
1026,338,12,1
1027,338,14,2
1028,338,68,2
1029,339,96,3
1030,339,4,3
1031,339,47,1
1032,339,31,1
1033,340,50,2
1034,341,80,2
1035,341,82,1
1036,341,31,3
1037,342,62,1
1038,342,59,1
1039,342,70,1
1040,343,66,3
1041,343,42,2
1042,343,85,2
1043,343,25,3
1044,343,92,2
1045,344,66,2
1046,344,26,1
1047,344,58,3
1048,344,6,1
1049,345,98,1
1050,345,94,3
1051,346,81,2
1052,346,74,1
1053,346,75,1
1054,347,42,1
1055,347,31,3
1056,348,35,3
1057,349,42,1
1058,349,99,1
1059,349,53,1
1060,349,47,3
1061,350,11,2
1062,350,84,2
1063,350,5,3
1064,351,53,1
1065,352,74,3
1066,352,44,1
1067,352,38,1
1068,353,31,1
1069,354,21,1
1070,354,86,1
1071,355,33,1
1072,355,67,2
1073,355,43,2
1074,355,88,3
1075,355,95,1
1076,356,99,1
1077,356,76,3
1078,356,23,3
1079,356,57,2
1080,356,95,2
1081,357,1,1
1082,357,3,2
1083,357,88,1
1084,357,28,3
1085,357,61,3
1086,358,96,3
1087,358,1,1
1088,358,92,2
1089,358,39,2
1090,359,42,2
1091,359,76,3
1092,359,87,2
1093,359,62,1
1094,359,31,1
1095,360,61,1
1096,361,1,1
1097,361,7,3
1098,361,11,3
1099,361,44,2
1100,361,59,1
1101,362,26,2
1102,362,27,2
1103,363,27,2
1104,363,43,3
1105,363,38,2
1106,364,64,1
1107,364,90,1
1108,364,92,3
1109,364,87,3
1110,365,28,1
1111,365,39,3
1112,366,83,1
1113,366,37,2
1114,367,58,3
1115,367,35,1
1116,368,49,1
1117,368,59,2
1118,369,56,3
1119,369,9,1
1120,369,84,3
1121,370,73,3
1122,370,75,3
1123,371,32,3
1124,372,10,1
1125,372,19,1
1126,372,53,3
1127,373,2,3
1128,373,91,3
1129,374,51,1
1130,374,13,2
1131,375,70,2
1132,376,2,3
1133,376,51,1
1134,376,84,2
1135,377,87,2
1136,378,74,2
1137,378,18,1
1138,379,96,1
1139,380,18,1
1140,380,51,3
1141,381,10,2
1142,381,7,3
1143,382,96,2
1144,382,75,2
1145,382,39,1
1146,383,4,3
1147,383,76,3
1148,383,44,3
1149,383,51,3
1150,383,53,2
1151,384,2,2
1152,384,35,2
1153,384,5,1
1154,385,28,3
1155,385,78,3
1156,385,84,3
1157,386,17,3
1158,386,4,1
1159,386,14,3
1160,386,23,3
1161,387,73,3
1162,387,49,3
1163,388,8,3
1164,388,40,1
1165,388,42,2
1166,388,52,1
1167,388,91,1
1168,389,32,2
1169,389,80,3
1170,389,36,3
1171,390,19,3
1172,390,11,1
1173,391,96,2
1174,391,62,1
1175,392,98,3
1176,392,82,2
1177,392,89,3
1178,392,59,2
1179,392,63,1
1180,393,10,2
1181,393,36,2
1182,394,56,2
1183,394,100,3
1184,394,6,3
1185,394,76,1
1186,395,81,1
1187,395,3,2
1188,395,68,3
1189,395,46,2
1190,396,93,3
1191,397,1,3
1192,397,4,2
1193,397,15,3
1194,398,58,2
1195,399,66,2
1196,399,76,3
1197,399,14,1
1198,399,21,2
1199,399,61,3
1200,400,62,3
1201,400,13,2
1202,400,70,2
1203,401,37,3
1204,401,62,2
1205,402,94,1
1206,403,31,2
1207,404,60,1
1208,405,25,1
1209,405,10,1
1210,405,6,2
1211,405,95,2
1212,406,36,2
1213,406,38,1
1214,406,41,2
1215,406,14,3
1216,406,23,2
1217,407,49,2
1218,407,51,3
1219,408,95,2
1220,408,23,3
1221,409,2,3
1222,409,77,1
1223,409,13,3
1224,409,19,2
1225,409,62,2
1226,410,83,1
1227,410,75,1
1228,410,11,3
1229,410,46,1
1230,411,49,3
1231,411,83,2
1232,412,40,2
1233,412,17,3
1234,412,29,2
1235,412,65,3
1236,413,84,1
1237,413,22,1
1238,414,33,2
1239,414,4,2
1240,414,48,3
1241,414,87,2
1242,414,56,1
1243,415,57,3
1244,415,3,3
1245,416,83,3
1246,416,99,2
1247,417,16,3
1248,417,33,1
1249,418,32,3
1250,418,77,1
1251,419,26,3
1252,419,35,3
1253,419,2,1
1254,419,3,1
1255,420,98,1
1256,420,10,3
1257,420,91,2
1258,420,60,2
1259,420,95,3
1260,421,66,3
1261,421,21,2
1262,421,53,1
1263,422,19,2
1264,422,48,2
1265,422,75,3
1266,422,14,3
1267,423,50,3
1268,423,28,2
1269,423,53,1
1270,424,43,3
1271,424,53,3
1272,425,78,2
1273,425,45,2
1274,425,6,2
1275,425,15,1
1276,426,40,3
1277,426,1,1
1278,427,43,2
1279,427,92,1
1280,427,6,3
1281,428,1,2
1282,428,33,3
1283,428,67,2
1284,428,82,1
1285,428,84,2
1286,429,18,3
1287,429,75,2
1288,429,92,1
1289,429,12,1
1290,430,98,3
1291,430,3,1
1292,430,5,3
1293,430,52,1
1294,430,28,1
1295,431,96,2
1296,431,43,2
1297,431,75,3
1298,431,92,3
1299,432,4,2
1300,432,54,3
1301,433,63,3
1302,433,94,3
1303,433,47,3
1304,434,1,2
1305,434,66,2
1306,434,74,1
1307,434,17,2
1308,434,62,2
1309,435,90,1
1310,435,86,2
1311,435,15,1
1312,436,73,3
1313,437,76,1
1314,437,48,3
1315,437,22,2
1316,437,24,3
1317,437,58,1
1318,438,46,1
1319,439,33,3
1320,440,58,3
1321,440,13,1
1322,440,93,2
1323,441,52,3
1324,441,37,3
1325,441,86,1
1326,442,9,1
1327,442,67,1
1328,442,28,1
1329,442,21,2
1330,443,49,1
1331,443,100,3
1332,443,85,2
1333,444,9,1
1334,444,27,3
1335,444,29,1
1336,445,73,2
1337,445,17,2
1338,445,27,2
1339,445,71,3
1340,446,17,3
1341,447,88,1
1342,447,95,3
1343,448,27,3
1344,448,32,2
1345,448,67,2
1346,448,3,1
1347,449,83,1
1348,449,47,3
1349,450,41,3
1350,450,1,2
1351,451,57,2
1352,451,19,3
1353,451,62,3
1354,451,79,1
1355,452,53,1
1356,452,85,2
1357,452,70,1
1358,453,1,2
1359,453,4,1
1360,453,42,2
1361,453,76,1
1362,453,93,1
1363,454,32,2
1364,454,66,3
1365,454,91,3
1366,455,73,1
1367,455,92,2
1368,455,78,1
1369,456,88,2
1370,456,66,3
1371,456,63,1
1372,456,7,1
1373,457,19,3
1374,457,89,2
1375,457,99,1
1376,457,69,3
1377,458,2,1
1378,458,19,2
1379,459,9,1
1380,459,76,3
1381,459,48,2
1382,459,81,2
1383,459,56,1
1384,460,8,2
1385,460,62,2
1386,460,59,2
1387,460,46,2
1388,461,64,2
1389,461,46,3
1390,461,48,3
1391,461,24,3
1392,461,95,2
1393,462,16,3
1394,462,17,1
1395,462,38,2
1396,463,37,3
1397,463,38,3
1398,463,9,3
1399,463,52,3
1400,463,62,1
1401,464,45,3
1402,464,53,3
1403,464,86,3
1404,464,95,3
1405,465,74,3
1406,466,32,1
1407,466,100,3
1408,467,8,3
1409,467,11,1
1410,467,86,3
1411,468,44,2
1412,469,8,3
1413,469,9,1
1414,469,66,1
1415,469,5,2
1416,470,81,2
1417,470,35,3
1418,471,14,1
1419,471,79,2
1420,471,16,1
1421,471,27,3
1422,471,60,2
1423,472,96,2
1424,472,1,2
1425,472,44,3
1426,472,16,3
1427,472,87,2
1428,473,46,3
1429,473,58,3
1430,473,68,1
1431,473,38,3
1432,474,3,2
1433,474,78,3
1434,474,14,3
1435,474,21,2
1436,474,30,1
1437,475,91,1
1438,475,44,3
1439,476,3,2
1440,476,28,3
1441,477,80,1
1442,477,53,3
1443,477,93,2
1444,478,11,1
1445,478,46,3
1446,478,95,1
1447,479,98,3
1448,479,84,1
1449,479,39,1
1450,480,4,1
1451,480,5,1
1452,480,12,1
1453,480,83,2
1454,480,26,1
1455,481,31,2
1456,482,36,3
1457,482,54,1
1458,482,6,1
1459,483,98,3
1460,483,17,3
1461,483,82,3
1462,483,23,2
1463,483,87,2
1464,484,33,1
1465,484,99,1
1466,484,83,3
1467,484,22,2
1468,484,28,3
1469,485,3,3
1470,485,44,1
1471,485,79,3
1472,485,21,2
1473,485,29,2
1474,486,80,1
1475,486,53,1
1476,486,85,2
1477,486,71,3
1478,487,41,3
1479,488,64,2
1480,489,40,2
1481,489,1,3
1482,489,76,1
1483,489,85,2
1484,490,8,2
1485,490,37,3
1486,490,5,1
1487,491,86,2
1488,491,17,1
1489,491,62,3
1490,491,55,3
1491,492,88,1
1492,492,2,3
1493,493,82,3
1494,493,86,3
1495,493,39,2
1496,494,9,3
1497,494,50,2
1498,494,76,3
1499,495,43,3
1500,496,82,3
1501,496,59,2
1502,496,20,1
1503,496,63,2
1504,497,80,2
1505,497,3,3
1506,498,97,1
1507,498,58,1
1508,498,43,3
1509,498,13,3
1510,499,2,3
1511,499,5,1
1512,499,84,3
1513,499,54,1
1514,499,27,3
1515,500,56,3
1516,500,88,3
1517,500,44,3
1518,501,41,2
1519,501,58,3
1520,501,60,1
1521,501,87,1
1522,502,67,1
1523,502,85,2
1524,503,46,2
1525,504,72,3
1526,504,83,1
1527,505,8,2
1528,505,65,1
1529,505,67,3
1530,505,44,1
1531,506,73,2
1532,506,12,3
1533,506,85,3
1534,506,90,3
1535,506,27,1
1536,507,89,2
1537,507,28,3
1538,508,42,2
1539,508,48,2
1540,508,81,2
1541,508,88,2
1542,508,95,3
1543,509,32,2
1544,509,83,2
1545,509,79,2
1546,510,3,3
1547,511,80,3
1548,511,55,1
1549,512,59,2
1550,512,23,3
1551,512,87,2
1552,512,47,2
1553,513,1,1
1554,513,74,2
1555,513,77,1
1556,513,79,3
1557,514,100,1
1558,514,38,3
1559,515,49,3
1560,516,42,2
1561,516,92,3
1562,516,45,1
1563,516,46,2
1564,517,81,3
1565,517,34,3
1566,517,4,2
1567,517,39,3
1568,518,33,2
1569,518,78,3
1570,518,53,2
1571,518,22,1
1572,518,90,2
1573,519,40,2
1574,519,59,3
1575,520,94,2
1576,520,6,2
1577,521,80,1
1578,521,85,1
1579,522,2,3
1580,522,70,3
1581,523,2,1
1582,523,49,3
1583,523,86,1
1584,523,30,2
1585,523,63,2
1586,524,5,2
1587,524,37,2
1588,524,17,2
1589,524,90,3
1590,524,30,2
1591,525,32,3
1592,525,41,2
1593,525,98,3
1594,526,26,3
1595,526,99,1
1596,526,76,3
1597,526,61,1
1598,527,1,2
1599,527,65,1
1600,527,39,2
1601,527,73,2
1602,527,41,1
1603,528,80,2
1604,529,16,1
1605,529,98,3
1606,529,58,3
1607,529,94,2
1608,530,88,1
1609,530,50,2
1610,531,49,2
1611,532,24,3
1612,532,34,1
1613,532,75,2
1614,532,55,2
1615,533,42,2
1616,533,74,3
1617,533,63,3
1618,534,96,1
1619,534,68,1
1620,534,8,1
1621,534,77,1
1622,534,52,3
1623,535,48,3
1624,535,37,1
1625,535,86,2
1626,536,66,3
1627,536,45,1
1628,536,79,1
1629,536,15,3
1630,537,62,3
1631,537,52,1
1632,537,69,1
1633,537,70,3
1634,538,80,3
1635,538,22,2
1636,538,63,2
1637,539,98,1
1638,539,4,1
1639,540,28,3
1640,540,55,3
1641,541,59,1
1642,541,19,3
1643,541,28,2
1644,542,45,2
1645,542,18,2
1646,542,67,3
1647,542,77,3
1648,543,80,2
1649,543,85,3
1650,543,26,1
1651,543,93,3
1652,543,95,1
1653,544,98,1
1654,544,10,1
1655,544,23,1
1656,544,24,2
1657,544,28,3
1658,545,58,3
1659,545,19,1
1660,545,77,1
1661,546,8,3
1662,546,65,1
